12290,2015:02:23:00:00:00,2015:02:24:00:00:00
12292,2015:02:26:00:00:00,2015:02:27:00:00:00
12293,2015:03:01:00:00:00,2015:03:02:00:00:00
12296,2015:03:07:00:00:00,2015:03:08:00:00:00
12299,2015:03:16:00:00:00,2015:03:17:00:00:00
12307,2015:03:23:00:00:00,2015:03:24:00:00:00
12313,2015:03:28:00:00:00,2015:03:29:00:00:00
12314,2015:03:30:00:00:00,2015:03:31:00:00:00
12316,2015:04:01:00:00:00,2015:04:02:00:00:00
12318,2015:04:08:00:00:00,2015:04:09:00:00:00
12330,2015:04:22:00:00:00,2015:04:23:00:00:00
12337,2015:05:07:00:00:00,2015:05:08:00:00:00
12340,2015:05:11:00:00:00,2015:05:12:00:00:00
12341,2015:05:12:00:00:00,2015:05:13:00:00:00
12343,2015:05:12:00:00:00,2015:05:13:00:00:00
12344,2015:05:15:00:00:00,2015:05:16:00:00:00
12346,2015:05:16:00:00:00,2015:05:17:00:00:00
12347,2015:05:15:00:00:00,2015:05:16:00:00:00
12348,2015:05:18:00:00:00,2015:05:19:00:00:00
12350,2015:05:19:00:00:00,2015:05:20:00:00:00
12355,2015:05:26:00:00:00,2015:05:27:00:00:00
12356,2015:06:01:00:00:00,2015:06:02:00:00:00
12357,2015:06:01:00:00:00,2015:06:02:00:00:00
12358,2015:06:05:00:00:00,2015:06:06:00:00:00
12370,2015:06:15:00:00:00,2015:06:16:00:00:00
12375,2015:07:04:00:00:00,2015:07:05:00:00:00
12379,2015:07:06:00:00:00,2015:07:07:00:00:00
12384,2015:07:12:00:00:00,2015:07:13:00:00:00
12386,2015:07:17:00:00:00,2015:07:18:00:00:00
12387,2015:07:20:00:00:00,2015:07:21:00:00:00
12390,2015:07:25:00:00:00,2015:07:26:00:00:00
12391,2015:08:01:00:00:00,2015:08:02:00:00:00
12392,2015:08:01:00:00:00,2015:08:02:00:00:00
12393,2015:08:02:00:00:00,2015:08:03:00:00:00
12394,2015:08:04:00:00:00,2015:08:05:00:00:00
12395,2015:08:07:00:00:00,2015:08:08:00:00:00
12398,2015:08:11:00:00:00,2015:08:12:00:00:00
12400,2015:08:13:00:00:00,2015:08:14:00:00:00
12404,2015:08:21:00:00:00,2015:08:22:00:00:00
12406,2015:08:31:00:00:00,2015:09:01:00:00:00
12409,2015:09:04:00:00:00,2015:09:05:00:00:00
12410,2015:09:04:00:00:00,2015:09:05:00:00:00
12411,2015:09:08:00:00:00,2015:09:09:00:00:00
12412,2015:09:10:00:00:00,2015:09:11:00:00:00
12418,2015:09:18:00:00:00,2015:09:19:00:00:00
12420,2015:09:25:00:00:00,2015:09:26:00:00:00
12426,2015:09:28:00:00:00,2015:09:29:00:00:00
12427,2015:09:30:00:00:00,2015:10:01:00:00:00
12429,2015:10:10:00:00:00,2015:10:11:00:00:00
12430,2015:10:12:00:00:00,2015:10:13:00:00:00
12431,2015:10:15:00:00:00,2015:10:16:00:00:00
12432,2015:10:14:00:00:00,2015:10:15:00:00:00
12435,2015:10:21:00:00:00,2015:10:22:00:00:00
12439,2015:10:27:00:00:00,2015:10:28:00:00:00
12444,2015:11:02:00:00:00,2015:11:03:00:00:00
12447,2015:11:04:00:00:00,2015:11:05:00:00:00
12450,2015:11:11:00:00:00,2015:11:12:00:00:00
