08395,1998:12:01:06:55:00,1998:12:02:01:28:00,20,14,C
08395,1998:12:02:11:59:00,1998:12:03:12:20:00,20,30,C
08392,1998:11:24:22:46:00,1998:11:25:22:53:00,25,21,C
08392,1998:11:25:22:53:00,1998:11:26:00:27:00,23,8,C
08392,1998:11:26:00:27:00,1998:11:26:04:47:00,23,8,C
08392,1998:11:26:04:47:00,1998:11:26:08:10:00,23,8,C
08397,1998:12:02:04:34:00,1998:12:03:04:44:00,15,18,C
08397,1998:12:05:16:00:00,1998:12:06:16:35:00,15,22,C
08402,1998:12:03:11:02:00,1998:12:04:11:10:00,18,25,C
08402,1998:12:05:14:40:00,1998:12:06:14:52:00,16,4,C
08402,1998:12:06:14:52:00,1998:12:07:04:16:00,16,16,C
08402,1998:12:07:04:16:00,1998:12:07:10:14:00,16,16,C
08402,1998:12:08:05:03:00,1998:12:09:05:14:00,17,45,C
08402,1998:12:09:05:14:00,1998:12:09:15:52:00,17,45,C
08399,1998:12:03:17:09:00,1998:12:04:17:24:00,29,35,C
08405,1998:12:07:14:00:00,1998:12:08:14:13:00,16,35,C
08405,1998:12:08:14:13:00,1998:12:08:21:52:00,16,35,C
08405,1998:12:08:21:52:00,1998:12:09:02:04:00,15,21,C
08405,1998:12:09:02:04:00,1998:12:09:08:28:00,15,21,C
08405,1998:12:09:08:28:00,1998:12:09:12:28:00,15,21,C
08405,1998:12:10:04:28:00,1998:12:11:04:40:00,15,8,C
08404,1998:12:07:12:30:00,1998:12:08:13:36:00,23,25,C
08404,1998:12:08:13:36:00,1998:12:08:15:51:00,23,25,C
08404,1998:12:08:15:51:00,1998:12:08:20:25:00,23,25,C
08408,1998:12:10:11:41:00,1998:12:11:11:56:00,18,13,C
08408,1998:12:11:11:56:00,1998:12:11:17:58:00,18,13,C
08408,1998:12:12:04:30:00,1998:12:13:04:45:00,18,13,C
08408,1998:12:13:04:45:00,1998:12:13:10:41:00,18,13,C
08408,1998:12:13:10:41:00,1998:12:13:20:52:00,18,13,C
08408,1998:12:13:20:52:00,1998:12:14:00:12:00,18,27,C
